[2025-10-27 19:27:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T18:27:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:47] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:47","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:52] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:52","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:09:57] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:09:57","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:47] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:47","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:52] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:52","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:10:57] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:10:57","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:47] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:47","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:52] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:52","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:11:57] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:11:57","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:47] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:47","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:52] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:52","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:12:57] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:12:57","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:47] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:47","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:52] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:52","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:13:57] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:13:57","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:47] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:47","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:52] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:52","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:14:57] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:14:57","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:47] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:47","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:52] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:52","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:15:57] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:15:57","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:47] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:47","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:52] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:52","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:16:57] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:16:57","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:47] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:47","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:52] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:52","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:17:57] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:17:57","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:47] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:47","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:52] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:52","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:18:57] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:18:57","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:42] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:42","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:47] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:47","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:52] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:52","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:19:57] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:19:57","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:20:02] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:20:02","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:20:07] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:20:07","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:20:12] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:20:12","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:20:17] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:20:17","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:20:22] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:20:22","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:20:27] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:20:27","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:20:32] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:20:32","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
[2025-10-27 20:20:37] | Tema: KPCL0025/pub | Datos: {"device_id":"KPCL0025","timestamp":"2025-10-27T19:20:37","payload":{"temperature":-999,"humidity":-999,"light":0,"weight":0}}
